,original_date,update_date,county_city,originating_agency,jurisdictiont_tracking_num,state_tracking_num,emac_federal_ma_num,subject,priority,worked_by,overall_status,assignment_status,assigned_to,original_dt,update_dt,subject_split,subject_std
1382,03/19/202015:29:09,03/21/202018:15:13,SpokaneSpokane,Sacred HeartMedical Center,WA­202031915155SHMC­All­0012,WA­202031915155,,"Shield, face, /Face Shield",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,face shield,Face Shield
1383,03/04/202010:10:12,03/21/202018:14:52,SpokaneSpokane,HOLY FAMILYHOSPITAL,HF­003,WA­20203410479,,Hand Soap,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-04,2020-03-21,hand soap,Soap
1384,03/04/202013:19:15,03/21/202018:14:39,SpokaneSpokane,Sacred HeartMed Center,SH­017,WA­2020341334,,"Gloves, Exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-04,2020-03-21,"gloves, exam",Gloves
1385,03/19/202010:06:20,03/21/202018:14:33,SpokaneSpokane,City ofSpokane,COS­005,WA­202031910525,,DisposableFace Shields,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,disposableface shields,Face Shield
1386,03/19/202010:02:06,03/21/202018:14:22,SpokaneSpokane,City ofSpokane,COS­004,WA­202031910740,,"Mask,Disposable,Adult / N95,16300",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-19,2020-03-21,"mask,disposable,adult",Masks
1386,03/19/202010:02:06,03/21/202018:14:22,SpokaneSpokane,City ofSpokane,COS­004,WA­202031910740,,"Mask,Disposable,Adult / N95,16300",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-19,2020-03-21,"n95,16300",
1387,03/04/202009:02:43,03/21/202018:13:39,SpokaneSpokane,HOLY FAMILYHOSPITAL,HF­008,WA­2020349403,,SURGICALMASK / ^,IncidentStabilization,County,Completed,Completed,Logistics Section,2020-03-04,2020-03-21,surgicalmask,Masks
1387,03/04/202009:02:43,03/21/202018:13:39,SpokaneSpokane,HOLY FAMILYHOSPITAL,HF­008,WA­2020349403,,SURGICALMASK / ^,IncidentStabilization,County,Completed,Completed,Logistics Section,2020-03-04,2020-03-21,^,
1388,03/19/202010:11:55,03/21/202018:13:20,SpokaneSpokane,City ofSpokane,WA­202031910656COS­006,WA­202031910656,,"Gloves,Exam",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,"gloves,exam",Gloves
1389,03/04/202009:30:12,03/21/202018:13:02,SpokaneSpokane,Providence stjoseph health,HF­012,WA­2020349960,,"Shield, Face",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-04,2020-03-21,"shield, face",Face Shield
1390,03/12/202011:55:33,03/21/202018:11:41,KitsapBremerton,Kitsap CountyAdministrativeServicesDepartment,Kitsap ­ 014,WA­202031211857,,health/safetysupplies forTier 4congregatefacility (jail),,County,Unassigned,,,2020-03-12,2020-03-21,health,
1390,03/12/202011:55:33,03/21/202018:11:41,KitsapBremerton,Kitsap CountyAdministrativeServicesDepartment,Kitsap ­ 014,WA­202031211857,,health/safetysupplies forTier 4congregatefacility (jail),,County,Unassigned,,,2020-03-12,2020-03-21,safetysupplies fortier 4congregatefacility (jail),
1391,03/12/202016:00:09,03/21/202018:11:20,SnohomishEverett,SnohomishCounty,SnoCo­202031216718,WA­202031216718,,HandSanitizer Gel1200mL refill,IncidentStabilization,County,Unassigned,,,2020-03-12,2020-03-21,handsanitizer gel1200ml refill,Disinfectant/Sanitizer
1392,03/12/202017:07:20,03/21/202018:11:02,KingKirkland,Kirkland FireDepartment/Cityof Kirkland,KI2020­102WA­202031217620,WA­202031217620,,Small N95masks,Life Saving,City,Unassigned,,,2020-03-12,2020-03-21,small n95masks,Masks
1393,03/12/202017:15:04,03/21/202018:10:40,KingKirkland,Kirkland FireDepartment/Cityof Kirkland,KI2020­102WA­202031217470,WA­202031217470,,Small N95masks,IncidentStabilization,City,Unassigned,,,2020-03-12,2020-03-21,small n95masks,Masks
1394,03/13/202017:27:55,03/21/202018:10:19,KingRenton,City of Renton,Renton­2Renton­2,WA­202031317971,,AdultTemporalThermometer,IncidentStabilization,City,Unassigned,,,2020-03-13,2020-03-21,adulttemporalthermometer,Thermometers
1396,03/13/202014:19:08,03/21/202016:33:20,PierceTacoma,CHIFranciscanHealth,29167,WA­202031314335,,"mask, N95",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"mask, n95",Masks
1397,03/18/202015:56:40,03/21/202016:33:08,KittitasCle Elum,SnoqualmiePass Fire &Rescue,00010007,WA­202031815783,,"Masks, N95,3M 1870 or3M 1860",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"masks, n95,3m 1870 or3m 1860",Masks
1398,03/18/202010:12:15,03/21/202016:32:46,IslandCoupeville,CamanoIsland FireRescue,WA­202031810842IC­20­030023,WA­202031810842,,"Gloves,Disposable,Large, 1000",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"gloves,disposable,large, 1000",Gloves
1399,03/09/202016:45:22,03/21/202016:32:40,IslandCoupeville,PediatricAssociationof WhidbeyIsland,IC­20­030007IC­20­030007,WA­20203916846,,"Mask, N95",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-09,2020-03-21,"mask, n95",Masks
1400,03/06/202017:21:53,03/21/202016:32:16,IslandCoupeville,WelcomeHomeAssistedLiving,IC­20­030006,WA­2020361790,,"Mask, N95 /Mask,Procedure",IncidentStabilization,County,Assigned,In Transit,Logistics Section,2020-03-06,2020-03-21,"mask, n95",Masks
1400,03/06/202017:21:53,03/21/202016:32:16,IslandCoupeville,WelcomeHomeAssistedLiving,IC­20­030006,WA­2020361790,,"Mask, N95 /Mask,Procedure",IncidentStabilization,County,Assigned,In Transit,Logistics Section,2020-03-06,2020-03-21,"mask,procedure",Masks
1401,03/08/202014:37:47,03/21/202016:32:11,KingKent,BrooklynManor AFHLLC,PH­2020381416PH­2020381416,WA­2020381416,,"Mask, N95 /Mask,Isolation /HandSanitizer /Gown,Disposable /Gloves,Exam",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-08,2020-03-21,"mask, n95",Masks
1401,03/08/202014:37:47,03/21/202016:32:11,KingKent,BrooklynManor AFHLLC,PH­2020381416PH­2020381416,WA­2020381416,,"Mask, N95 /Mask,Isolation /HandSanitizer /Gown,Disposable /Gloves,Exam",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-08,2020-03-21,"mask,isolation",Masks
1401,03/08/202014:37:47,03/21/202016:32:11,KingKent,BrooklynManor AFHLLC,PH­2020381416PH­2020381416,WA­2020381416,,"Mask, N95 /Mask,Isolation /HandSanitizer /Gown,Disposable /Gloves,Exam",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-08,2020-03-21,handsanitizer,Disinfectant/Sanitizer
1401,03/08/202014:37:47,03/21/202016:32:11,KingKent,BrooklynManor AFHLLC,PH­2020381416PH­2020381416,WA­2020381416,,"Mask, N95 /Mask,Isolation /HandSanitizer /Gown,Disposable /Gloves,Exam",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-08,2020-03-21,"gown,disposable",Gowns
1401,03/08/202014:37:47,03/21/202016:32:11,KingKent,BrooklynManor AFHLLC,PH­2020381416PH­2020381416,WA­2020381416,,"Mask, N95 /Mask,Isolation /HandSanitizer /Gown,Disposable /Gloves,Exam",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-08,2020-03-21,"gloves,exam",Gloves
1402,03/06/202016:04:59,03/21/202016:32:11,IslandCoupeville,CamanoIsland Fireand Rescue,IC­20­030003,WA­20203616285,,"Disinfectant,wipes",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-06,2020-03-21,"disinfectant,wipes",Disinfectant/Sanitizer
1403,03/16/202015:02:03,03/21/202016:32:10,PierceTacoma,PierceCountyEmergencyManagement,2948729487,WA­202031615355,,"Mask, N­95 /mask,procedure",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-16,2020-03-21,"mask, n­95",Masks
1403,03/16/202015:02:03,03/21/202016:32:10,PierceTacoma,PierceCountyEmergencyManagement,2948729487,WA­202031615355,,"Mask, N­95 /mask,procedure",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-16,2020-03-21,"mask,procedure",Masks
1404,03/11/202014:48:36,03/21/202016:32:10,KingBurien,King CountyFire District#2 (BurienFD),KC­202031114567KC­202031114567,WA­202031114567,,"Mask, N95",IncidentStabilization,County,Assigned,In Transit,Logistics Section,2020-03-11,2020-03-21,"mask, n95",Masks
1405,03/06/202015:54:48,03/21/202016:31:59,IslandCamano,CamanoIsland Fireand Rescue,20­030002,WA­20203615682,,SafetyGlasses,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-06,2020-03-21,safetyglasses,Goggles/Glasses
1406,03/04/202013:10:46,03/21/202016:31:58,KingRedmond,"AdvancedFamilyMedicine,PLLC",PH­20203413926KC­20203413926,WA­20203413926,,"Mask, N95 /Mask,Procedure",IncidentStabilization,County,Assigned,Completed,Logistics Section,2020-03-04,2020-03-21,"mask, n95",Masks
1406,03/04/202013:10:46,03/21/202016:31:58,KingRedmond,"AdvancedFamilyMedicine,PLLC",PH­20203413926KC­20203413926,WA­20203413926,,"Mask, N95 /Mask,Procedure",IncidentStabilization,County,Assigned,Completed,Logistics Section,2020-03-04,2020-03-21,"mask,procedure",Masks
1407,03/06/202015:02:08,03/21/202016:31:37,IslandCoupeville,CamanoIsland Fireand Rescue,20­0300001,WA­20203615284,,"Goggles,Safety",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-06,2020-03-21,"goggles,safety",Goggles/Glasses
1408,03/06/202016:33:24,03/21/202016:31:29,IslandCoupeville,CamanoIsland Fireand Rescue,IC­20­300005,WA­20203616500,,ProtectiveGown,IncidentStabilization,County,Accepted,Completed,Logistics Section,2020-03-06,2020-03-21,protectivegown,Gowns
1409,03/19/202017:13:35,03/21/202016:31:28,KittitasEllensburg,Kittitas ValleyHealthcare,004010,WA­20203191787,,"Mask,procedure, /Gown,disposable,/ gloves,exam, asstsizes, /Mask, N95, /PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,"mask,procedure,",Masks
1409,03/19/202017:13:35,03/21/202016:31:28,KittitasEllensburg,Kittitas ValleyHealthcare,004010,WA­20203191787,,"Mask,procedure, /Gown,disposable,/ gloves,exam, asstsizes, /Mask, N95, /PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,"gown,disposable,",Gowns
1409,03/19/202017:13:35,03/21/202016:31:28,KittitasEllensburg,Kittitas ValleyHealthcare,004010,WA­20203191787,,"Mask,procedure, /Gown,disposable,/ gloves,exam, asstsizes, /Mask, N95, /PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,"gloves,exam, asstsizes,",Gloves
1409,03/19/202017:13:35,03/21/202016:31:28,KittitasEllensburg,Kittitas ValleyHealthcare,004010,WA­20203191787,,"Mask,procedure, /Gown,disposable,/ gloves,exam, asstsizes, /Mask, N95, /PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,"mask, n95,",Masks
1409,03/19/202017:13:35,03/21/202016:31:28,KittitasEllensburg,Kittitas ValleyHealthcare,004010,WA­20203191787,,"Mask,procedure, /Gown,disposable,/ gloves,exam, asstsizes, /Mask, N95, /PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,ppe,PPE
1410,03/06/202016:13:17,03/21/202016:31:19,IslandCoupeville,CamanoIsland Fireand Rescue,IC­20­030004,WA­20203616981,,"Mask, N95",IncidentStabilization,County,Accepted,Completed,Logistics Section,2020-03-06,2020-03-21,"mask, n95",Masks
1411,03/06/202017:06:10,03/21/202016:31:19,KingShoreline,WA StateDepartmentof Health,DOH­T0306.43WA­20203617492,WA­20203617492,,"Staffing,Shoreline,DeputyLogisticsSectionChief",IncidentStabilization,State,Assigned,Assigned,Planning Section,2020-03-06,2020-03-21,"staffing,shoreline,deputylogisticssectionchief",Staffing
1412,03/18/202010:34:07,03/21/202016:31:01,IslandCoupeville,All HeartAgency,IC­20­030028,WA­202031810121,,Hand Soap /NitrileGloves / EyeProtection /DisinfectingWipes,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,hand soap,Soap
1412,03/18/202010:34:07,03/21/202016:31:01,IslandCoupeville,All HeartAgency,IC­20­030028,WA­202031810121,,Hand Soap /NitrileGloves / EyeProtection /DisinfectingWipes,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,nitrilegloves,Gloves
1412,03/18/202010:34:07,03/21/202016:31:01,IslandCoupeville,All HeartAgency,IC­20­030028,WA­202031810121,,Hand Soap /NitrileGloves / EyeProtection /DisinfectingWipes,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,eyeprotection,Goggles/Glasses
1412,03/18/202010:34:07,03/21/202016:31:01,IslandCoupeville,All HeartAgency,IC­20­030028,WA­202031810121,,Hand Soap /NitrileGloves / EyeProtection /DisinfectingWipes,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,disinfectingwipes,Disinfectant/Sanitizer
1413,03/10/202010:24:08,03/21/202016:30:48,KingAuburn,Bliss CareAFH LLC,PH­202031010906­,WA­202031010906,,"RR 210 /mask, N95 /mask,procedure /handsanitizer /gown,disposable /gloves,exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-10,2020-03-21,rr 210,
1413,03/10/202010:24:08,03/21/202016:30:48,KingAuburn,Bliss CareAFH LLC,PH­202031010906­,WA­202031010906,,"RR 210 /mask, N95 /mask,procedure /handsanitizer /gown,disposable /gloves,exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-10,2020-03-21,"mask, n95",Masks
1413,03/10/202010:24:08,03/21/202016:30:48,KingAuburn,Bliss CareAFH LLC,PH­202031010906­,WA­202031010906,,"RR 210 /mask, N95 /mask,procedure /handsanitizer /gown,disposable /gloves,exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-10,2020-03-21,"mask,procedure",Masks
1413,03/10/202010:24:08,03/21/202016:30:48,KingAuburn,Bliss CareAFH LLC,PH­202031010906­,WA­202031010906,,"RR 210 /mask, N95 /mask,procedure /handsanitizer /gown,disposable /gloves,exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-10,2020-03-21,handsanitizer,Disinfectant/Sanitizer
1413,03/10/202010:24:08,03/21/202016:30:48,KingAuburn,Bliss CareAFH LLC,PH­202031010906­,WA­202031010906,,"RR 210 /mask, N95 /mask,procedure /handsanitizer /gown,disposable /gloves,exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-10,2020-03-21,"gown,disposable",Gowns
1413,03/10/202010:24:08,03/21/202016:30:48,KingAuburn,Bliss CareAFH LLC,PH­202031010906­,WA­202031010906,,"RR 210 /mask, N95 /mask,procedure /handsanitizer /gown,disposable /gloves,exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-10,2020-03-21,"gloves,exam",Gloves
1415,03/20/202008:00:53,03/21/202010:59:09,IslandCoupeville,WhidbeyHealthMedicalCenter,WA­20203208327IC­20­030040,WA­20203208327,,"Staffing,Physicians",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"staffing,physicians",Staffing
1416,03/11/202014:25:42,03/21/202010:58:57,PiercePuyallup,CentralPierce,20­026528193,WA­202031114501,,"Mask, N95",IncidentStabilization,State,Completed,CompletedCompleted,Logistics SectionLogistics Section,2020-03-11,2020-03-21,"mask, n95",Masks
1417,02/13/202016:51:41,03/21/202010:58:09,KingShoreline,DOH IMT,DOH 0213.12DOH 0213.12,WA­202021316777,,OperationsSectionChief,IncidentStabilization,State,Cancelled,CancelledCancelled,Planning SectionPlanning Section,2020-02-13,2020-03-21,operationssectionchief,
1418,02/14/202011:59:32,03/21/202010:56:00,KingShoreline,DOH IMT,DOH,WA­202021411857,,HealthcarePreparednessGroupSupervisor,IncidentStabilization,State,Cancelled,Cancelled,Planning Section,2020-02-14,2020-03-21,healthcarepreparednessgroupsupervisor,
1419,02/07/202012:54:12,03/21/202010:55:29,KingSeattle,PHSKC,PH­20202712863,WA­20202712863,,RR 001 ­ CallTriageAdmin,IncidentStabilization,City,Completed,Completed,Logistics Section,2020-02-07,2020-03-21,rr 001 ­ calltriageadmin,
1420,02/14/202011:47:51,03/21/202010:55:29,KingShoreline,DOH IMT,DOH,WA­20202141120,,HealthcarePreparednessGroupSupervisor,IncidentStabilization,State,Cancelled,Cancelled,Planning Section,2020-02-14,2020-03-21,healthcarepreparednessgroupsupervisor,
1421,02/24/202011:27:21,03/21/202010:55:05,KingSeattle,PHSKC,PH­20202241171,WA­20202241171,,RR 033 ­ I&QHotel Roomsper COVID09,IncidentStabilization,City,Completed,Assigned,Logistics Section,2020-02-24,2020-03-21,rr 033 ­ i&qhotel roomsper covid09,
1422,03/10/202010:02:04,03/21/202010:54:47,KingSeattle,PHSKC,PH­202031010135,WA­202031010135,,RR 209 ­PortaCountRespirator FitTestingSystems forHMAC SafetyOfficer,IncidentStabilization,City,Unassigned,,,2020-03-10,2020-03-21,rr 209 ­portacountrespirator fittestingsystems forhmac safetyofficer,
1423,02/18/202009:38:30,03/21/202010:54:47,KingShoreline,DOH IMT,DOH 0218­03,WA­20202189387,,Public HealthPlanner,IncidentStabilization,State,Cancelled,Cancelled,Planning Section,2020-02-18,2020-03-21,public healthplanner,
1424,03/16/202010:57:32,03/21/202010:54:38,GraysHarborAberdeen,Grays HarborCommunityHospital,T004GHC022,WA­202031610949,,"mask, N95",IncidentStabilization,State,Cancelled,Cancelled,Logistics Section,2020-03-16,2020-03-21,"mask, n95",Masks
1425,03/16/202011:01:11,03/21/202010:54:29,GraysHarborAberdeen,Grays HarborCommunityHospital,T005GHC023,WA­202031611910,,"masks,surgical withshield",IncidentStabilization,State,Cancelled,Cancelled,Logistics Section,2020-03-16,2020-03-21,"masks,surgical withshield",Masks
1426,03/03/202015:39:56,03/21/202010:54:08,ThurstonTumwater,WashingtonStateDepartmentof Health,DOH­T 0303.5WA­20203315974,WA­20203315974,,PlanningSection Chief­ ShorelineIMT,IncidentStabilization,State,Cancelled,Cancelled,Planning Section,2020-03-03,2020-03-21,planningsection chief­ shorelineimt,
1427,03/05/202015:52:39,03/21/202010:53:58,KingSeattle,EvergreenMedicalCenter,PH­2020351561WA­2020351561,WA­2020351561,,"masks,surgical / ^",IncidentStabilization,State,Completed,Completed,Logistics Section,2020-03-05,2020-03-21,"masks,surgical",Masks
1427,03/05/202015:52:39,03/21/202010:53:58,KingSeattle,EvergreenMedicalCenter,PH­2020351561WA­2020351561,WA­2020351561,,"masks,surgical / ^",IncidentStabilization,State,Completed,Completed,Logistics Section,2020-03-05,2020-03-21,^,
1428,02/28/202016:45:10,03/21/202010:53:47,San JuanFridayHarbor,San JuanCounty,CVID2019­00001CVID2019­00001,WA­202022816139,,1000 N95Masks,IncidentStabilization,State,Cancelled,CancelledCancelled,Logistics SectionLogistics Section,2020-02-28,2020-03-21,1000 n95masks,Masks
1429,02/27/202008:38:15,03/21/202010:53:25,KingSeattle,King CountySheriff'sOffice,KCSO­­20202278954/KC­20202278954WA­20202278954,WA­20202278954,,"masks, N95 /^",IncidentStabilization,State,Completed,CompletedCompletedCompleted,Logistics SectionLogistics SectionLogistics Section,2020-02-27,2020-03-21,"masks, n95",Masks
1429,02/27/202008:38:15,03/21/202010:53:25,KingSeattle,King CountySheriff'sOffice,KCSO­­20202278954/KC­20202278954WA­20202278954,WA­20202278954,,"masks, N95 /^",IncidentStabilization,State,Completed,CompletedCompletedCompleted,Logistics SectionLogistics SectionLogistics Section,2020-02-27,2020-03-21,^,
