,original_dt,update_dt,agency,county,city,subject,pty,worked_by,overall_stus,assignment_stus,assignee,jurisdictiont_tracking_num,state_tracking_num,emac_federal_ma_num
1456,2020-03-20,2020-03-22,Department of Corrections,Thurston,Tumwater,Field Hospital,Incident Stabilization,State,Assigned,Assigned,Logistics Intergovernmental Resources Branch,WA­ 202032016763 0134,WA­ 202032016763,
1457,2020-03-22,2020-03-22,Emergency Management Division,Pierce,Lakewood,Medical Care,Life Saving,State,Accepted,Accepted,Logistics Intergovernmental Resources Branch,WA­ 20203228869,WA­ 20203228869,2591­ 112919
1458,2020-03-22,2020-03-22,Emergency Management Division,Pierce,Lakewood,Medical Care,Life Saving,State,Accepted,Accepted,Logistics Intergovernmental Resources Branch,WA­ 20203227659,WA­ 20203227659,2591­ 112922
1459,2020-03-22,2020-03-22,Kent OEM,King,Kent,hand sanitizer and bleach wipes,,County,Unassigned,,,3,WA­ 20203221583,
1460,2020-03-21,2020-03-21,Island House Senior Living,King,Mercer Island,RR 387 (DO NOT REMOVE) ­ PPE for Island House Senior Living,Incident Stabilization,County,Unassigned,,,"PH­ 202032120746, RR 387",WA­ 202032120746,
1461,2020-03-21,2020-03-21,"A Friend's House AFH, LLC",King,Renton,RR 384 (DO NOT REMOVE) ­ Disinfectant Supplies and Thermometers for A Friend's House AFH,Incident Stabilization,County,Unassigned,,,"PH­ 202032120232, RR 384",WA­ 202032120232,
1462,2020-03-21,2020-03-21,"A Friend's House AFH, LLC",King,Renton,RR 383 (DO NOT REMOVE) ­ PPE for A Friend's House AFH,Incident Stabilization,County,Unassigned,,,"PH­ 202032114349, RR 383",WA­ 202032114349,
1463,2020-03-21,2020-03-21,Ballard Center,King,Seattle,RR 381 (DO NOT REMOVE) ­ PPE for Ballard Center,Incident Stabilization,County,Unassigned,,,"PH­ 202032113570, RR381",WA­ 202032113570,
1464,2020-03-21,2020-03-21,Suquamish Tribe Emergency Management,Kitsap,,PPE for Tier 1,Incident Stabilization,County,Unassigned,,,suq­032020 suq­20200321,WA­ 202032119371,
1465,2020-03-18,2020-03-21,Franklin County Emergency Management,Franklin,Connell,"Mask, N95",Incident Stabilization,County,Assigned,Accepted,Logistics Section,FCEM COVID­ 19 03­18­2020 CBHA 02,WA­ 202031815909,
1466,2020-03-11,2020-03-21,Providence Snohomish HH,Snohomish,Everett,"Mask, Procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,Snohomish Mskshield­ 31020 SnoCo­ 202031114271,WA­ 202031114271,
1467,2020-03-11,2020-03-21,Providence Snohomish HH,Snohomish,Everett,"Gown, Disposable",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PSJH Snohomish Gown­31020 SnoCo­ 202031113393,WA­ 202031113393,
1468,2020-03-12,2020-03-21,Department of Corrections,Thurston,Tumwater,Thermometers / ^,Incident Stabilization,State,Completed,Completed,Logistics Section,00043 ­,WA­ 202031212446,
1469,2020-03-13,2020-03-21,Snohomish Couny Fire Task Force,Snohomish,Everett,"Mask, Surgical",Incident Stabilization,County,Assigned,Assigned,Logistics Section,SnoCo­ 202031310908 WA­ 202031310908,WA­ 202031310908,
1470,2020-03-14,2020-03-21,Swedish Health Edmonds,Snohomish,Edmonds,LTV ventilators,Incident Stabilization,County,Assigned,Assigned,Logistics Section,Snoco­ 202031410849 WA­ 202031410849,WA­ 202031410849,
1471,2020-03-11,2020-03-21,Snohomish Health District,Snohomish,Everett,"Gown, Disposable",Incident Stabilization,County,Assigned,Assigned,Logistics Section,SNOCO ­ WA­ 202031111753,WA­ 202031111753,
1472,2020-03-11,2020-03-21,Snohomish Health District,Snohomish,Everett,"Gloves, Exam",Incident Stabilization,County,Assigned,Assigned,Logistics Section,SNOCO ­ WA­ 202031110446,WA­ 202031110446,
1473,2020-03-09,2020-03-21,Providence Everett Medical,Snohomish,Everett,"mask, Shield, face",Incident Stabilization,County,Accepted,Accepted,Logistics Section,PRMCE008 SnoCo­WA­ 20203918655,WA­ 20203918655,
1474,2020-03-06,2020-03-21,South County Fire,Snohomish,Everett,"Gown, Disposable / Gloves, Exam",Incident Stabilization,County,Assigned,Assigned,Logistics Section,Sno­ 20203616864,WA­ 20203616864,
1475,2020-03-13,2020-03-21,Swedish Mill Creek Medical,Snohomish,Mill Creek,"Mask, Procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,MC007/SNOCO ­ WA­ 202031311402 WA­ 202031311402,WA­ 202031311402,
1476,2020-03-13,2020-03-21,Swedish Edmonds Medical,Snohomish,Edmonds,"N95, Mask Particulate",Incident Stabilization,County,Assigned,Assigned,Logistics Section,ED006/SNOCO ­ 202031313535 WA­ 202031313535,WA­ 202031313535,
1477,2020-03-09,2020-03-21,South County Fire,Snohomish,Everett,"Mask, Procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 20203914586 SnoCo­ 20203914586,WA­ 20203914586,
1478,2020-03-10,2020-03-21,NW Center of Optimal Health,Snohomish,Marysville,"Mask, Procedure / Adult",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031011199 Snoco­ 202031011199,WA­ 202031011199,
1479,2020-03-17,2020-03-21,Alliance Nursing,Snohomish,Snohomish,"Hand Sanitizer, 8oz / 30",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031713901 Snoco­ 202031713901,WA­ 202031713901,
1480,2020-03-17,2020-03-21,Alliance Nursing,Snohomish,Snohomish,"Mask, Procedure / Adult / 300",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031713496 Snoco­ 202031713496,WA­ 202031713496,
1481,2020-03-13,2020-03-21,Swedish Mill Creek Medical,Snohomish,Mill Creek,"Mask, Anti Fog Reference #49235",Incident Stabilization,County,Assigned,Assigned,Logistics Section,MC010 SNOCO ­ 202031313984,WA­ 202031313984,
1482,2020-03-13,2020-03-21,Swedish Mill Creek,Snohomish,Mill Creek,"Gloves, Exam",Incident Stabilization,County,Assigned,Assigned,Logistics Section,Snoco­ 202031311542,WA­ 202031311542,
1483,2020-03-23,2020-03-23,Department of Corrections,Thurston,Olympia,* DOC Consolidated List,Incident Stabilization,State,Accepted,Assigned,ESF 7­Resource Management,WA­ 202032316750,WA­ 202032316750,
1484,2020-03-18,2020-03-23,Snohomish County ­ DEM ECC,Snohomish,Everett,"Masks, Variable",Incident Stabilization,County,Assigned,,,119974 SnoCo­ 202031815235,WA­ 202031815235,
1485,2020-03-23,2020-03-23,Clark County,Clark,Vancouver,* Clark Consolidated List,Incident Stabilization,State,Accepted,Assigned,ESF 7­Resource Management,WA­ 202032312957,WA­ 202032312957,
1486,2020-03-22,2020-03-23,Island County Emergency Coordination Center,Island,Coupeville,*Consolidated Island County List,Incident Stabilization,State,Accepted,Assigned,ESF 7­Resource Management,IC­20­030052,WA­ 202032213810,
1487,2020-03-22,2020-03-23,Yakima Valley Emergency Management,Yakima,Grandview,* Yakima Consolidated List,Incident Stabilization,State,Accepted,Assigned,ESF 7­Resource Management,02­02­02 RRQ­ 019,WA­ 202032218454,
1488,2020-03-22,2020-03-23,Grant County Sheriff's Office EMD,Grant,Coulee City,*Grant Consolidated List,Incident Stabilization,State,Accepted,Assigned,ESF 7­Resource Management,2020­32,WA­ 202032218955,
1489,2020-03-22,2020-03-23,KCDEM for Kitsap County Tier 1 EMS/HC Orgs,Kitsap,Bremerton,*Kitsap County Consolidated List,Incident Stabilization,State,Accepted,Assigned,ESF 7­Resource Management,Kitsap ­ BULK001­1,WA­ 202032215760,
1490,2020-03-23,2020-03-23,DCHS,King,Seattle,"Gloves, garbage bags, disinfectant wipes, and spray bottles",,County,Unassigned,,,3,WA­ 202032317978,
1491,2020-03-20,2020-03-23,Nisqually Indian Tribe,Thurston,Olympia,*Nisqually Indian Tribe Request,Incident Stabilization,State,Accepted,Accepted,Logistics Section,20­0265 20­0265,WA­ 202032014379,
1492,2020-03-23,2020-03-23,SEOC JIC,Pierce,Lakewood,STAFF: Rita Baysinger,Incident Stabilization,State,Assigned,Assigned,Operations Section Planning Section,1836 1836,WA­ 202032316527,
1493,2020-03-18,2020-03-23,Snohomish County Department of Emergency Management,Snohomish,Everett,Federal Medical Station (FMS),Incident Stabilization,County,Assigned,Assigned,Logistics Section,SnoCo­ 202031818276,WA­ 202031818276,
1494,2020-03-23,2020-03-23,Cascade Behavioral Hospital,King,Tukwila,RR 336a (DO NOT REMOVE) ­ PPE for Cascade Behavioral Hospital,Incident Stabilization,City,Unassigned,,,"PH­ 202032316895, RR 336a",WA­ 202032316895,
1495,2020-03-23,2020-03-23,EMD,Pierce,Lakewood,Type 1 IMT,Incident Stabilization,State,Assigned,Accepted,Logistics Intergovernmental Resources Branch,WA­ 202032313659,WA­ 202032313659,
1496,2020-03-23,2020-03-23,Seadrunar,King,Seattle,RR 331b (DO NOT REMOVE) ­ Disinfectant for Seadrunar,Incident Stabilization,County,Unassigned,,,"PH­ 202032315546, RR 331b KC­ 202032315546",WA­ 202032315546,
1497,2020-03-20,2020-03-20,Kittitas County Emergency Management,Kittitas,Ellensburg,Handheld Infrared Thermoeter for Humans,Incident Stabilization,County,Assigned,Assigned,Logistics Section,0001 0011,WA­ 202032014810,
1498,2020-03-20,2020-03-20,Snhomish Health District,Snohomish,Everett,Large Tents,Incident Stabilization,County,Accepted,,,SnoCo­ 202032014714,WA­ 202032014714,
1499,2020-03-20,2020-03-20,Snohomish Health District,Snohomish,Snohomish,Chairs,Incident Stabilization,County,Accepted,,,Snoco­ 202032014820,WA­ 202032014820,
1500,2020-03-20,2020-03-20,Delaware Place,Cowlitz,Longview,Medical protective equipment/supplies,Incident Stabilization,County,Unassigned,,,DEM­023,WA­ 202032014510,
1501,2020-03-20,2020-03-20,Burlington Fire,Skagit,Burlington,mask.N95/PPE,Incident Stabilization,County,Completed,,,2.02003E+11,WA­ 202032013993,
1502,2020-02-08,2020-03-20,PHSKC,King,Seattle,10 Call Center Staff,Incident Stabilization,County,Cancelled,Cancelled,Logistics Intergovernmental Resources Branch,PH­ 20202813625 1,WA­ 20202813625,
1503,2020-03-20,2020-03-20,Snoco ECC,Snohomish,Snohomish,"Coveralls, body barriers, shoe covers",Incident Stabilization,County,Accepted,,,Snoco­ 202032012541,WA­ 202032012541,
1504,2020-03-20,2020-03-20,Okanogan EM / Okanogan County Transit,Okanogan,Okanogan County,Garbage Bags,Incident Stabilization,County,Unassigned,,,OKEM20200320­ 0022,WA­ 20203201269,
1505,2020-03-20,2020-03-20,Okanogan EM / Okanogan County Transit,Okanogan,Okanogan County,Disinfectant Spray,Incident Stabilization,County,Unassigned,,,OKEM20200320­ 0021,WA­ 202032012515,
1506,2020-03-10,2020-03-20,Algona City Manager,King,Algona,Thermometers,,County,Completed,,,KC­ 202031016706,WA­ 202031016706,
1507,2020-03-04,2020-03-20,Public Health Seattle King County,King,Seattle,5 PIOs,Incident Stabilization,County,Completed,Assigned,Logistics Section,KC­ 20203411550,WA­ 20203411550,
1508,2020-03-20,2020-03-20,SC DEM,Skamania,Stevenson,PPE for Fire Dist. #2/Stevenson Fire,,County,Unassigned,,,2,WA­ 202032011534,
1509,2020-03-19,2020-03-20,Swinomish Tribe,Skagit,Anacortes,PPE,Incident Stabilization,County,Completed,,,2.02003E+11,WA­ 202031917772,
1510,2020-03-19,2020-03-20,Sauk Suiattle Tribe,Skagit,Mount Vernon,Type 3 Barrier,Incident Stabilization,County,Assigned,Accepted,ESF 3­Public Works and Engineering,202003190235 202003190235,WA­ 202031914299,
1511,2020-03-20,2020-03-21,City of DuPont,Pierce,DuPont,"Disinfecting Wipes, / Mask, N95, / Gloves, exam, small, medium, large, / PPE",Incident Stabilization,County,Assigned,Assigned,Logistics Section,30123 30123,WA­ 20203209915,
1512,2020-03-19,2020-03-21,Careage of Whidbey,Island,Coupeville,"Mask, surgical, 1200 / Surgical Masks",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031913867 IC­20­030035,WA­ 202031913867,
1513,2020-03-20,2020-03-21,Pierce County Emergency Management,Pierce,University Place,"Mask, N96, / Gown, disposable, / Hand sanitizer, / 5000 N95, 5000 gowns, 100 hand sanitizer",Incident Stabilization,County,Assigned,Unassigned,Logistics Section,WA­ 20203201477 29715,WA­ 20203201477,
1514,2020-03-17,2020-03-21,KCEMS1,Klickitat,Goldendale,Disposable Surgical Gowns,Incident Stabilization,County,Assigned,Assigned,Logistics Section,260022,WA­ 202031710849,
1515,2020-03-19,2020-03-21,Careage of Whidbey,Island,Coupeville,"Goggles, Safety, 250 / Safety Goggles",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031913962 IC­20­030034,WA­ 202031913962,
1516,2020-03-13,2020-03-21,Klickitat Valley Health,Klickitat,Bingen,UTM­RT medium,Incident Stabilization,County,Assigned,Assigned,Logistics Section,KVH­3 02600004,WA­ 2020313148,
1517,2020-03-09,2020-03-21,Pierce County Emergency Management,Pierce,Tacoma,"N95 Masks, Surgical Masks, Protective Gowns, Eye Protection",Incident Stabilization,County,Accepted,Assigned,Logistics Section,28193,WA­ 20203910473,
1518,2020-03-16,2020-03-21,Goldendale Fire Department,Klickitat,Goldendale,"Mask, N95",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031614283 0260012,WA­ 202031614283,
1519,2020-03-20,2020-03-21,Klickitat Valley Health,Klickitat,Goldendale,"Sanitizer, Hand, Foam",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202032020861 0260035,WA­ 202032020861,
1520,2020-03-20,2020-03-21,Pierce County Emergency Management,Pierce,Tacoma,"Hand Sanitizer / Disinfectant, wipes / hand sanitizer/ disinfectant spray",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202032016130 30258,WA­ 202032016130,
1521,2020-03-20,2020-03-21,Klickitat Valley Health,Klickitat,Goldendale,Sanitizing Wipes,Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202032020333 0260034,WA­ 202032020333,
1522,2020-03-20,2020-03-21,Klickitat Department of Emergency Management,Klickitat,Goldendale,trash bags,Incident Stabilization,County,Assigned,,,WA­ 202032020326 0260036,WA­ 202032020326,
1523,2020-03-18,2020-03-21,Camano Island Fire Rescue,Island,Coupeville,"Maks, 3M Half Mask (model 7501 sizes S, M)",Incident Stabilization,County,Assigned,Assigned,Logistics Section,IC­20­030032,WA­ 202031811610,
1524,2020-03-20,2020-03-21,Klickitat Valley Health,Klickitat,Goldendale,"Bleach, liquid",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202032020146 0260037,WA­ 202032020146,
1525,2020-03-10,2020-03-21,Central Pierce Fire,Pierce,Puyallup,"Gown, Disposable",Incident Stabilization,County,Accepted,Completed,Logistics Section,20­0265 28193,WA­ 202031014461,
1526,2020-03-20,2020-03-21,Klickitat Valley Health,Klickitat,Goldendale,"Medication, albuteral sulfate inhaler",Life Saving,County,Assigned,Assigned,Logistics Section,WA­ 202032021130 0260047,WA­ 202032021130,
1527,2020-03-20,2020-03-21,Klickitat Valley Health,Klickitat,Goldendale,"Beds, Hospital Patient",Incident Stabilization,County,Assigned,Assigned,Logistics Section,260038,WA­ 202032020702,
1528,2020-03-18,2020-03-18,Cowlitz Longview,03/18/2020,12:13:21,,Medical equipment,,County,Unassigned,,Beacon Hill Rehabilitation,DEM­018,WA­ 202031812684
1529,2020-03-18,2020-03-18,Anacortes Fire,Skagit,Anacortes,"mask,surgical/mask,N95",Incident Stabilization,County,Completed,,,2.02003E+11,WA­ 20203181142,
1530,2020-03-18,2020-03-18,Burlington Fire,Skagit,Burlington,"mask,surgical",Incident Stabilization,County,Completed,,,2.02003E+11,WA­ 202031811836,
1531,2020-03-18,2020-03-18,Sedro­ Woolley Fire,Skagit,Sedro­ Woolley,"gown,disposable/mask,N95/mask,N95 sm",Incident Stabilization,County,Completed,,,2.02003E+11,WA­ 202031811125,
1532,2020-03-17,2020-03-18,Upper Skagit Tribal Clinic,Skagit,Sedro­ Woolley,"gloves,nitrile/gown,disposable",Incident Stabilization,County,Accepted,,,91­0936960 202003161704,WA­ 20203179400,
1533,2020-03-18,2020-03-18,Skagit Pediatrics,Skagit,Mount Vernon,"face shield/gown,disposable/mask,surgical child/mask,surgical adult",Incident Stabilization,County,Completed,,,2.02003E+11,WA­ 202031811370,
1534,2020-03-18,2020-03-18,Ferry County Emegency Management,Ferry,Republic,PPE,Incident Stabilization,County,Unassigned,,,2020­002,WA­ 202031810574,
1535,2020-02-28,2020-03-18,PHSKC,King,Seattle,RR 034 ­ Admin Specs (3) for CM Branch,Incident Stabilization,City,Unassigned,,,PH­202022811656,WA­ 202022811656,
1536,2020-03-10,2020-03-18,Office of Equity and Social Justice,King,Seattle,Closed Captioning Services,,County,Completed,,,KC­20203109961,WA­ 20203109961,
1537,2020-03-08,2020-03-18,DCHS,King,Seattle,transportation of people infected with COVID­19,Incident Stabilization,County,Assigned,,,KC­20203816826,WA­ 20203816826,
1538,2020-03-08,2020-03-18,DCHS,King,Seattle,Metro Mobility trasnport of 100 shelter stayers to Seattle Center Exh. Hall,Incident Stabilization,County,Assigned,,,KC­20203815307,WA­ 20203815307,
1539,2020-03-04,2020-03-18,PHSKC,King,Seattle,RR 146 ­ Nonmedical Supplies for Evergreen Testing Clinic,Incident Stabilization,County,Completed,Assigned,Logistics Section,RR 146 PH­20203418835,WA­ 20203418835,
1540,2020-02-13,2020-02-21,PHSKC,King,Seattle,RR 129 ­ International Calling Cards,Incident Stabilization,City,Completed,Assigned,Logistics Section,PH­ 20202138631,WA­ 20202138631,
1541,2020-02-18,2020-02-21,PHSKC,King,Seattle,RR 120 ­ Texting Platform,Incident Stabilization,City,Cancelled,,,PH­ 202021811839,WA­ 202021811839,
1542,2020-02-18,2020-02-21,PHSKC,King,Seattle,RR 121 ­ Disposable Phones,Incident Stabilization,City,Cancelled,,,DP­ 202021811732,WA­ 202021811732,
1543,2020-02-07,2020-02-21,PHSKC,King,Seattle,RR 025 ­ Texting Coordinator,Incident Stabilization,City,Cancelled,,,PH­ 20202715695,WA­ 20202715695,
1544,2020-02-18,2020-02-21,PHSKC,King,Seattle,RR 129 ­ International Calling Cards,,City,Completed,,,RR 129,WA­ 202021811674,
1545,2020-02-07,2020-02-21,PHSKC,King,Seattle,RR 008 ­ Health Educator,Incident Stabilization,City,Completed,Completed,Operations Section,PH­ 2020271240,WA­ 2020271240,
1546,2020-02-07,2020-02-21,PHSKC,King,Seattle,RR 021 ­ Communications Assistance,Incident Stabilization,City,Completed,Completed,Operations Section,PH­ 20202715933,WA­ 20202715933,
1547,2020-02-07,2020-02-21,PHSKC,King,Seattle,RR 018 ­ Support Branch Deputy,Incident Stabilization,City,Completed,Completed,Logistics Section,PH­ 20202711546,WA­ 20202711546,
1548,2020-02-07,2020-02-21,PHSKC,King,Seattle,RR 023 ­ Spiritual Care,Incident Stabilization,City,Completed,Completed,Operations Section,PH­ 20202715501,WA­ 20202715501,
1549,2020-02-07,2020-02-21,PHSKC,King,Seattle,RR 115 ­ Printing Services,Incident Stabilization,City,Completed,Completed,Finance and Administration Section,PH­ 20202715504,WA­ 20202715504,
1550,2020-02-07,2020-02-21,PHSKC,King,Seattle,RR 114 ­ Lodging,Incident Stabilization,City,Completed,Completed,Operations Section,PH­ 20202715650,WA­ 20202715650,
1551,2020-02-07,2020-02-21,PHSKC,King,Seattle,RR 017 ­ Isolation and Quarantine Coordinator,Incident Stabilization,City,Completed,Completed,Operations Section,PH­ 2020271135,WA­ 2020271135,
